Event order;case;event;startTime;completeTime;Concept drift;Activity name;Role;Department;Cost;Amount
9166;802;M;2019/01/22 01:23:45;2019/01/22 01:23:45;No;Verify repayment agreement;Loan Officer;Customer Service;12.74182708;12643.36754
9167;808;K;2019/01/22 01:25:20;2019/01/22 01:25:20;No;Send home insurance quote;Insurance Agent;Customer Service;8.850720716;7567.086418
9168;815;C;2019/01/22 01:25:49;2019/01/22 01:25:49;No;Receive updated application;Loan Officer;Customer Service;8.575882906;11222.27476
9169;814;A;2019/01/22 01:27:42;2019/01/22 01:27:42;No;Check application form completeness;Loan Officer;Customer Service;6.502819247;7583.280936
9170;817;B;2019/01/22 01:32:14;2019/01/22 01:32:14;No;Return application back to applicant;Loan Officer;Customer Service;7.497138856;12548.54189
9171;811;I;2019/01/22 01:33:32;2019/01/22 01:33:32;No;Prepare acceptance pack;Loan Officer;Customer Service;14.11667759;6076.187893
9172;804;D;2019/01/22 01:33:34;2019/01/22 01:33:34;No;Check credit history;Credit Analyst;Customer Service;13.86734949;5031.791994
9173;816;F;2019/01/22 01:39:44;2019/01/22 01:39:44;No;Appraise property;Appraiser;Customer Service;27.51245076;10924.7709
9174;819;A;2019/01/22 01:40:00;2019/01/22 01:40:00;No;Check application form completeness;Loan Officer;Customer Service;7.706615998;13861.84089
9175;810;J;2019/01/22 01:41:03;2019/01/22 01:41:03;No;Check if home insurance quote is requested;Insurance Agent;Customer Service;10.56978654;10683.19012
9176;807;F;2019/01/22 01:42:53;2019/01/22 01:42:53;No;Appraise property;Appraiser;Customer Service;22.30498671;10550.06057
9177;813;B;2019/01/22 01:43:49;2019/01/22 01:43:49;No;Return application back to applicant;Loan Officer;Customer Service;7.186362973;9888.386951
9178;798;O;2019/01/22 01:45:49;2019/01/22 01:45:49;No;Approve application;Loan Officer;Customer Service;15.16188975;13366.88157
9179;781;F;2019/01/22 01:46:58;2019/01/22 01:46:58;No;Appraise property;Appraiser;Customer Service;24.64814417;14593.29279
9180;815;A;2019/01/22 01:48:07;2019/01/22 01:48:07;No;Check application form completeness;Loan Officer;Customer Service;10.40158597;11222.27476
9181;809;L;2019/01/22 01:48:40;2019/01/22 01:48:40;No;Send acceptance pack;Loan Officer;Customer Service;9.563724111;10278.33789
9182;800;B;2019/01/22 01:48:51;2019/01/22 01:48:51;No;Return application back to applicant;Loan Officer;Customer Service;7.278009971;11920.4185
9183;812;H;2019/01/22 01:50:08;2019/01/22 01:50:08;No;Reject application;Loan Officer;Customer Service;9.286153937;8551.14542
9184;818;D;2019/01/22 01:50:17;2019/01/22 01:50:17;No;Check credit history;Credit Analyst;Customer Service;13.39385438;8650.703492
9185;808;M;2019/01/22 01:52:44;2019/01/22 01:52:44;No;Verify repayment agreement;Loan Officer;Customer Service;7.56622842;7567.086418
9186;814;D;2019/01/22 01:54:01;2019/01/22 01:54:01;No;Check credit history;Credit Analyst;Customer Service;13.09334597;7583.280936
9187;802;O;2019/01/22 01:57:35;2019/01/22 01:57:35;No;Approve application;Loan Officer;Customer Service;13.06421511;12643.36754
9188;820;A;2019/01/22 02:00:00;2019/01/22 02:00:00;No;Check application form completeness;Loan Officer;Customer Service;11.30579896;12758.17704
9189;804;F;2019/01/22 02:01:46;2019/01/22 02:01:46;No;Appraise property;Appraiser;Customer Service;24.90512652;5031.791994
9190;817;C;2019/01/22 02:03:21;2019/01/22 02:03:21;No;Receive updated application;Loan Officer;Customer Service;8.880418185;12548.54189
9191;811;J;2019/01/22 02:08:09;2019/01/22 02:08:09;No;Check if home insurance quote is requested;Insurance Agent;Customer Service;5.48663589;6076.187893
9192;816;E;2019/01/22 02:10:28;2019/01/22 02:10:28;No;Assess loan risk;Risk Manager;Customer Service;22.53262951;10924.7709
9193;810;L;2019/01/22 02:10:43;2019/01/22 02:10:43;No;Send acceptance pack;Loan Officer;Customer Service;16.13269125;10683.19012
9194;819;B;2019/01/22 02:10:43;2019/01/22 02:10:43;No;Return application back to applicant;Loan Officer;Customer Service;8.444270379;13861.84089
9195;807;E;2019/01/22 02:12:26;2019/01/22 02:12:26;No;Assess loan risk;Risk Manager;Customer Service;18.17724543;10550.06057
9196;813;C;2019/01/22 02:12:51;2019/01/22 02:12:51;No;Receive updated application;Loan Officer;Customer Service;7.491265115;9888.386951
9197;781;E;2019/01/22 02:14:56;2019/01/22 02:14:56;No;Assess loan risk;Risk Manager;Customer Service;24.16341408;14593.29279
9198;815;D;2019/01/22 02:18:04;2019/01/22 02:18:04;No;Check credit history;Credit Analyst;Customer Service;16.17611522;11222.27476
9199;821;A;2019/01/22 02:20:00;2019/01/22 02:20:00;No;Check application form completeness;Loan Officer;Customer Service;9.641699873;12686.98906
9200;809;M;2019/01/22 02:20:39;2019/01/22 02:20:39;No;Verify repayment agreement;Loan Officer;Customer Service;13.57857323;10278.33789
9201;814;F;2019/01/22 02:21:01;2019/01/22 02:21:01;No;Appraise property;Appraiser;Customer Service;27.9868625;7583.280936
9202;800;C;2019/01/22 02:22:53;2019/01/22 02:22:53;No;Receive updated application;Loan Officer;Customer Service;8.562969911;11920.4185
9203;818;F;2019/01/22 02:24:29;2019/01/22 02:24:29;No;Appraise property;Appraiser;Customer Service;29.2498583;8650.703492
9204;808;N;2019/01/22 02:24:52;2019/01/22 02:24:52;No;Cancel application;Loan Officer;Customer Service;9.90632538;7567.086418
9205;820;B;2019/01/22 02:25:39;2019/01/22 02:25:39;No;Return application back to applicant;Loan Officer;Customer Service;7.133201788;12758.17704
9206;804;E;2019/01/22 02:30:36;2019/01/22 02:30:36;No;Assess loan risk;Risk Manager;Customer Service;24.68285126;5031.791994
9207;817;A;2019/01/22 02:33:13;2019/01/22 02:33:13;No;Check application form completeness;Loan Officer;Customer Service;10.36146304;12548.54189
9208;813;A;2019/01/22 02:39:16;2019/01/22 02:39:16;No;Check application form completeness;Loan Officer;Customer Service;8.45838258;9888.386951
9209;822;A;2019/01/22 02:40:00;2019/01/22 02:40:00;No;Check application form completeness;Loan Officer;Customer Service;11.90605394;13394.6875
9210;816;G;2019/01/22 02:40:01;2019/01/22 02:40:01;No;Assess eligibility;Risk Manager;Customer Service;17.67252947;10924.7709
9211;810;M;2019/01/22 02:40:17;2019/01/22 02:40:17;No;Verify repayment agreement;Loan Officer;Customer Service;9.562978968;10683.19012
9212;811;K;2019/01/22 02:40:40;2019/01/22 02:40:40;No;Send home insurance quote;Insurance Agent;Customer Service;8.669074828;6076.187893
9213;807;G;2019/01/22 02:44:53;2019/01/22 02:44:53;No;Assess eligibility;Risk Manager;Customer Service;14.68402562;10550.06057
9214;819;C;2019/01/22 02:45:18;2019/01/22 02:45:18;No;Receive updated application;Loan Officer;Customer Service;8.929406527;13861.84089
9215;781;G;2019/01/22 02:48:21;2019/01/22 02:48:21;No;Assess eligibility;Risk Manager;Customer Service;17.36651315;14593.29279
9216;800;A;2019/01/22 02:49:58;2019/01/22 02:49:58;No;Check application form completeness;Loan Officer;Customer Service;9.450154136;11920.4185
9217;815;F;2019/01/22 02:50:31;2019/01/22 02:50:31;No;Appraise property;Appraiser;Customer Service;24.92749177;11222.27476
9218;814;E;2019/01/22 02:50:32;2019/01/22 02:50:32;No;Assess loan risk;Risk Manager;Customer Service;17.39029098;7583.280936
9219;821;D;2019/01/22 02:51:04;2019/01/22 02:51:04;No;Check credit history;Credit Analyst;Customer Service;15.32729945;12686.98906
9220;809;N;2019/01/22 02:52:41;2019/01/22 02:52:41;No;Cancel application;Loan Officer;Customer Service;13.58657839;10278.33789
9221;818;E;2019/01/22 02:53:47;2019/01/22 02:53:47;No;Assess loan risk;Risk Manager;Customer Service;18.76010525;8650.703492
9222;820;C;2019/01/22 02:56:34;2019/01/22 02:56:34;No;Receive updated application;Loan Officer;Customer Service;8.508627866;12758.17704
9223;804;G;2019/01/22 02:58:22;2019/01/22 02:58:22;No;Assess eligibility;Risk Manager;Customer Service;15.38070722;5031.791994
9224;823;A;2019/01/22 03:00:00;2019/01/22 03:00:00;No;Check application form completeness;Loan Officer;Customer Service;7.804701213;7958.740594
9225;813;B;2019/01/22 03:06:58;2019/01/22 03:06:58;No;Return application back to applicant;Loan Officer;Customer Service;7.074035409;9888.386951
9226;816;I;2019/01/22 03:09:01;2019/01/22 03:09:01;No;Prepare acceptance pack;Loan Officer;Customer Service;11.92159709;10924.7709
9227;807;I;2019/01/22 03:09:43;2019/01/22 03:09:43;No;Prepare acceptance pack;Loan Officer;Customer Service;14.47498548;10550.06057
9228;817;B;2019/01/22 03:10:18;2019/01/22 03:10:18;No;Return application back to applicant;Loan Officer;Customer Service;6.631908801;12548.54189
9229;810;O;2019/01/22 03:10:23;2019/01/22 03:10:23;No;Approve application;Loan Officer;Customer Service;15.62138394;10683.19012
9230;811;M;2019/01/22 03:12:03;2019/01/22 03:12:03;No;Verify repayment agreement;Loan Officer;Customer Service;10.63685769;6076.187893
9231;822;B;2019/01/22 03:13:54;2019/01/22 03:13:54;No;Return application back to applicant;Loan Officer;Customer Service;7.160321868;13394.6875
9232;815;E;2019/01/22 03:13:57;2019/01/22 03:13:57;No;Assess loan risk;Risk Manager;Customer Service;16.7288205;11222.27476
9233;818;G;2019/01/22 03:17:12;2019/01/22 03:17:12;No;Assess eligibility;Risk Manager;Customer Service;17.70041518;8650.703492
9234;819;A;2019/01/22 03:17:48;2019/01/22 03:17:48;No;Check application form completeness;Loan Officer;Customer Service;13.94139296;13861.84089
9235;814;G;2019/01/22 03:19:35;2019/01/22 03:19:35;No;Assess eligibility;Risk Manager;Customer Service;18.21815929;7583.280936
9236;824;A;2019/01/22 03:20:00;2019/01/22 03:20:00;No;Check application form completeness;Loan Officer;Customer Service;10.99946067;9270.012278
9237;781;H;2019/01/22 03:21:01;2019/01/22 03:21:01;No;Reject application;Loan Officer;Customer Service;8.784478394;14593.29279
9238;821;F;2019/01/22 03:22:48;2019/01/22 03:22:48;No;Appraise property;Appraiser;Customer Service;24.08096554;12686.98906
9239;800;B;2019/01/22 03:24:26;2019/01/22 03:24:26;No;Return application back to applicant;Loan Officer;Customer Service;7.832450298;11920.4185
9240;823;D;2019/01/22 03:26:14;2019/01/22 03:26:14;No;Check credit history;Credit Analyst;Customer Service;15.21586824;7958.740594
9241;820;A;2019/01/22 03:27:02;2019/01/22 03:27:02;No;Check application form completeness;Loan Officer;Customer Service;11.64690692;12758.17704
9242;804;I;2019/01/22 03:28:41;2019/01/22 03:28:41;No;Prepare acceptance pack;Loan Officer;Customer Service;10.03639004;5031.791994
9243;813;C;2019/01/22 03:34:57;2019/01/22 03:34:57;No;Receive updated application;Loan Officer;Customer Service;9.4556503;9888.386951
9244;825;A;2019/01/22 03:40:00;2019/01/22 03:40:00;No;Check application form completeness;Loan Officer;Customer Service;8.142726922;8356.695093
9245;817;C;2019/01/22 03:40:55;2019/01/22 03:40:55;No;Receive updated application;Loan Officer;Customer Service;8.515184883;12548.54189
9246;816;J;2019/01/22 03:40:59;2019/01/22 03:40:59;No;Check if home insurance quote is requested;Insurance Agent;Customer Service;9.527960381;10924.7709
9247;811;N;2019/01/22 03:42:18;2019/01/22 03:42:18;No;Cancel application;Loan Officer;Customer Service;12.70290902;6076.187893
9248;807;J;2019/01/22 03:46:46;2019/01/22 03:46:46;No;Check if home insurance quote is requested;Insurance Agent;Customer Service;8.51747182;10550.06057
9249;822;C;2019/01/22 03:47:04;2019/01/22 03:47:04;No;Receive updated application;Loan Officer;Customer Service;9.35830477;13394.6875
9250;815;G;2019/01/22 03:47:26;2019/01/22 03:47:26;No;Assess eligibility;Risk Manager;Customer Service;19.87957829;11222.27476
9251;818;H;2019/01/22 03:48:17;2019/01/22 03:48:17;No;Reject application;Loan Officer;Customer Service;12.70241251;8650.703492
9252;814;H;2019/01/22 03:48:49;2019/01/22 03:48:49;No;Reject application;Loan Officer;Customer Service;11.51595235;7583.280936
9253;824;D;2019/01/22 03:48:54;2019/01/22 03:48:54;No;Check credit history;Credit Analyst;Customer Service;15.12401031;9270.012278
9254;819;B;2019/01/22 03:49:12;2019/01/22 03:49:12;No;Return application back to applicant;Loan Officer;Customer Service;7.35194794;13861.84089
9255;800;C;2019/01/22 03:49:51;2019/01/22 03:49:51;No;Receive updated application;Loan Officer;Customer Service;9.578715646;11920.4185
9256;821;E;2019/01/22 03:50:13;2019/01/22 03:50:13;No;Assess loan risk;Risk Manager;Customer Service;21.78817826;12686.98906
9257;820;D;2019/01/22 03:53:23;2019/01/22 03:53:23;No;Check credit history;Credit Analyst;Customer Service;12.15825573;12758.17704
9258;823;F;2019/01/22 03:54:45;2019/01/22 03:54:45;No;Appraise property;Appraiser;Customer Service;28.63310113;7958.740594
9259;804;J;2019/01/22 03:59:38;2019/01/22 03:59:38;No;Check if home insurance quote is requested;Insurance Agent;Customer Service;5.382099955;5031.791994
9260;826;A;2019/01/22 04:00:00;2019/01/22 04:00:00;No;Check application form completeness;Loan Officer;Customer Service;8.629063763;11592.86679
9261;813;A;2019/01/22 04:03:39;2019/01/22 04:03:39;No;Check application form completeness;Loan Officer;Customer Service;10.15640484;9888.386951
9262;825;D;2019/01/22 04:11:25;2019/01/22 04:11:25;No;Check credit history;Credit Analyst;Customer Service;14.59935726;8356.695093
9263;815;H;2019/01/22 04:12:17;2019/01/22 04:12:17;No;Reject application;Loan Officer;Customer Service;9.236937488;11222.27476
9264;822;A;2019/01/22 04:13:45;2019/01/22 04:13:45;No;Check application form completeness;Loan Officer;Customer Service;11.77802021;13394.6875
9265;800;A;2019/01/22 04:14:56;2019/01/22 04:14:56;No;Check application form completeness;Loan Officer;Customer Service;9.874003562;11920.4185
9266;817;A;2019/01/22 04:16:25;2019/01/22 04:16:25;No;Check application form completeness;Loan Officer;Customer Service;12.09828983;12548.54189
9267;807;K;2019/01/22 04:16:37;2019/01/22 04:16:37;No;Send home insurance quote;Insurance Agent;Customer Service;7.808129789;10550.06057
9268;823;E;2019/01/22 04:17:51;2019/01/22 04:17:51;No;Assess loan risk;Risk Manager;Customer Service;17.78328415;7958.740594
9269;816;K;2019/01/22 04:18:03;2019/01/22 04:18:03;No;Send home insurance quote;Insurance Agent;Customer Service;8.883126736;10924.7709
9270;821;G;2019/01/22 04:18:57;2019/01/22 04:18:57;No;Assess eligibility;Risk Manager;Customer Service;19.12501097;12686.98906
9271;827;A;2019/01/22 04:20:00;2019/01/22 04:20:00;No;Check application form completeness;Loan Officer;Customer Service;9.723278688;8020.143278
9272;824;F;2019/01/22 04:20:45;2019/01/22 04:20:45;No;Appraise property;Appraiser;Customer Service;31.13981074;9270.012278
9273;819;C;2019/01/22 04:22:24;2019/01/22 04:22:24;No;Receive updated application;Loan Officer;Customer Service;10.10603844;13861.84089
9274;820;F;2019/01/22 04:24:46;2019/01/22 04:24:46;No;Appraise property;Appraiser;Customer Service;19.99821706;12758.17704
9275;813;D;2019/01/22 04:28:29;2019/01/22 04:28:29;No;Check credit history;Credit Analyst;Customer Service;13.93174325;9888.386951
9276;826;D;2019/01/22 04:31:32;2019/01/22 04:31:32;No;Check credit history;Credit Analyst;Customer Service;16.04234683;11592.86679
9277;804;K;2019/01/22 04:31:46;2019/01/22 04:31:46;No;Send home insurance quote;Insurance Agent;Customer Service;6.841330269;5031.791994
9278;828;A;2019/01/22 04:40:00;2019/01/22 04:40:00;No;Check application form completeness;Loan Officer;Customer Service;6.306501603;13766.24159
9279;807;M;2019/01/22 04:41:17;2019/01/22 04:41:17;No;Verify repayment agreement;Loan Officer;Customer Service;11.8613928;10550.06057
9280;800;D;2019/01/22 04:41:24;2019/01/22 04:41:24;No;Check credit history;Credit Analyst;Customer Service;10.77969957;11920.4185
9281;825;F;2019/01/22 04:42:00;2019/01/22 04:42:00;No;Appraise property;Appraiser;Customer Service;23.20956393;8356.695093
9282;822;D;2019/01/22 04:43:07;2019/01/22 04:43:07;No;Check credit history;Credit Analyst;Customer Service;18.34004367;13394.6875
9283;823;G;2019/01/22 04:44:08;2019/01/22 04:44:08;No;Assess eligibility;Risk Manager;Customer Service;17.92844373;7958.740594
9284;816;M;2019/01/22 04:46:14;2019/01/22 04:46:14;No;Verify repayment agreement;Loan Officer;Customer Service;6.413647307;10924.7709
9285;817;D;2019/01/22 04:46:16;2019/01/22 04:46:16;No;Check credit history;Credit Analyst;Customer Service;12.37277449;12548.54189
9286;821;I;2019/01/22 04:50:02;2019/01/22 04:50:02;No;Prepare acceptance pack;Loan Officer;Customer Service;9.455392442;12686.98906
9287;827;D;2019/01/22 04:50:21;2019/01/22 04:50:21;No;Check credit history;Credit Analyst;Customer Service;13.6247385;8020.143278
9288;824;E;2019/01/22 04:52:43;2019/01/22 04:52:43;No;Assess loan risk;Risk Manager;Customer Service;18.40755596;9270.012278
9289;819;A;2019/01/22 04:54:00;2019/01/22 04:54:00;No;Check application form completeness;Loan Officer;Customer Service;9.696762504;13861.84089
9290;820;E;2019/01/22 04:54:32;2019/01/22 04:54:32;No;Assess loan risk;Risk Manager;Customer Service;23.42580804;12758.17704
9291;826;F;2019/01/22 05:00:00;2019/01/22 05:00:00;No;Appraise property;Appraiser;Customer Service;23.51830069;11592.86679
9292;829;A;2019/01/22 05:00:00;2019/01/22 05:00:00;No;Check application form completeness;Loan Officer;Customer Service;8.594667138;7785.370028
9293;813;F;2019/01/22 05:00:25;2019/01/22 05:00:25;No;Appraise property;Appraiser;Customer Service;28.97918236;9888.386951
9294;804;M;2019/01/22 05:05:17;2019/01/22 05:05:17;No;Verify repayment agreement;Loan Officer;Customer Service;11.81272567;5031.791994
9295;828;B;2019/01/22 05:09:43;2019/01/22 05:09:43;No;Return application back to applicant;Loan Officer;Customer Service;6.694593138;13766.24159
9296;807;O;2019/01/22 05:10:27;2019/01/22 05:10:27;No;Approve application;Loan Officer;Customer Service;15.23103449;10550.06057
9297;823;H;2019/01/22 05:11:30;2019/01/22 05:11:30;No;Reject application;Loan Officer;Customer Service;9.621193713;7958.740594
